The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,,,,,
鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積(平方公尺),車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
大安區,房地(土地+建物)+車位,臺北市大安區杭州南路二段６３號五樓之１,34.35,住,,,1081207,土地1建物1車位2,五層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1080430,165.12,3,2,2,有,無,46280000,304041,其他,26.06,4000000,親友、員工或其他特殊關係間之交易。；,RPSNMLRJKHPFFFA38CA,73.64,6.05,6.61,,
中山區,房地(土地+建物)+車位,臺北市中山區民族東路１６８之１號,50.04,住,,,1081210,土地1建物1車位2,一層，地下一層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1030508,313.12,4,2,3,有,有,61800000,197368,坡道平面,0,0,,RPPQMLRJKHPFFCA08CA,170.21,0,0,,
內湖區,房地(土地+建物)+車位,臺北市內湖區舊宗路二段１８１巷２之１號三樓,123.63,其他,,,1081224,土地2建物2車位4,三層,五層,工廠,工業用,鋼筋混凝土造,881002,614.13,0,0,0,無,有,59400000,,坡道平面,0,0,,RPPOMLLMJHPFFCA47CA,318.89,7.48,0,,
內湖區,房地(土地+建物)+車位,臺北市內湖區新富街３７號四樓,61.72,住,,,1081003,土地1建物1車位2,四層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1031212,363.03,4,2,2,有,有,69600000,191720,坡道平面,86.66,0,親友、員工或其他特殊關係間之交易。；,RPVQMLLLJHPFFCA18CA,168.82,0,14.62,,
內湖區,房地(土地+建物)+車位,臺北市內湖區成功路四段１８０號十七樓,20.16,其他,,,1081024,土地1建物1車位1,十七層,二十九層,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,1070223,279.44,0,0,0,無,有,66500000,257450,坡道平面,29.1,2050000,1.毛胚屋。2.登記權利人為二人,RPUOMLNJKHPFFCA97CA,145.14,6.71,18.1,,
松山區,房地(土地+建物)+車位,臺北市松山區南京東路五段405號3樓,7.64,商,,,1081210,土地1建物1車位1,三層,十一層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,950117,80.83,0,2,1,有,有,14850000,183719,升降機械,16.81,0,含增建或未登記建物。；,RPQQMLPKJHPFFDA08CA,33.23,0,4.62,,
信義區,房地(土地+建物)+車位,臺北市信義區信義路五段57號12樓,62.75,其他,,,1081003,土地2建物1車位2,十二層,三十一層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1071105,525.6,3,2,5,有,有,320000000,677317,坡道平面,66.14,8800000,主建物建號之一為全體住戶共有持分。車位未分別計價。權利人共2人。本戶含裝修。,RPOOMLRKJHPFFDA87CA,259.04,7.76,32.93,,
南港區,房地(土地+建物)+車位,臺北市南港區松河街356號4樓,51.87,工,,,1081129,土地1建物1車位1,四層,九層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1010919,319.96,0,0,0,無,有,51626000,181512,坡道平面,48.21,2300000,土地及建物分次登記案件。前案土地登記收件字號：；,RPPPMLRJKHPFFDA08CA,148.91,15.84,9.97,,
信義區,房地(土地+建物)+車位,臺北市信義區信義路五段８巷７號１１樓,33.39,其他,,,1081116,土地1建物1車位1,十一層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,871019,254.83,3,2,2,有,有,60000000,235451,坡道機械,0,2250000,,RPPNMLSKKHPFFDA08CA,120.4,2.86,17.07,,
松山區,房地(土地+建物)+車位,臺北市松山區南京東路五段１２３巷１弄３號,117.67,住,,,1080914,土地2建物1車位2,二層，一層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,800827,359.22,3,3,4,有,無,87480000,243528,坡道平面,0,0,,RPPOMLLLKHPFFDA57CA,287.13,0,18.27,,
松山區,房地(土地+建物)+車位,臺北市松山區南京東路五段１２３巷１弄３號三樓,58.83,住,,,1080914,土地2建物1車位1,三層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,800827,199.93,2,2,2,有,無,48600000,243085,坡道平面,0,0,,RPQOMLLLKHPFFDA67CA,154.75,0,18.27,,
松山區,房地(土地+建物)+車位,臺北市松山區南京東路五段１２３巷１弄３號五樓,58.83,住,,,1080914,土地2建物1車位1,五層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,800827,180.3,3,1,2,有,無,43600000,241819,坡道平面,0,0,,RPROMLLLKHPFFDA77CA,118.19,25.12,10.08,,
松山區,房地(土地+建物)+車位,臺北市松山區南京東路五段１２３巷１弄３號四樓,58.83,住,,,1080914,土地2建物1車位1,四層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,800827,198.8,2,2,2,有,無,48000000,241449,坡道平面,0,0,,RPTOMLLLKHPFFDA97CA,137.08,17.37,17.44,,
大同區,房地(土地+建物)+車位,臺北市大同區雙連街７７號十二樓之１,10.82,住,,,1081109,土地1建物1車位1,十二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1060726,126.17,2,1,1,有,有,27360000,269678,坡道平面,35.84,3000000,,RPPOMLNKJHPFFBA37CA,49.57,2.77,4.86,,
大同區,房地(土地+建物)+車位,臺北市大同區延平北路三段５號六樓之１,9.65,其他,,,1081210,土地3建物1車位1,六層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080625,121.68,3,2,2,有,有,24790000,203731,坡道機械,19.67,0,,RPOQMLRKJHPFFBA87CA,66.37,0,5.15,,
內湖區,房地(土地+建物)+車位,臺北市內湖區文德路73號3樓之3,26.95,住,,,1081214,土地2建物1車位1,三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,970729,219.89,3,2,2,有,有,41560000,189004,坡道平面,35.44,0,含增建或未登記建物。；,RPSQMLNKJHPFFCA97CA,112.46,4.25,12.48,,
內湖區,房地(土地+建物)+車位,臺北市內湖區民權東路六段210巷21弄2號,32.09,商,,,1081129,土地1建物2車位2,四層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1060817,282.65,3,2,2,有,有,51500000,200218,坡道機械,43.91,3700000,,RPTQMLNKJHPFFCA08CA,122.9,20.78,8.95,,
內湖區,房地(土地+建物)+車位,臺北市內湖區成功路五段420巷9號2樓,21.27,住,,,1081208,土地1建物1車位1,二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,870925,131.04,3,2,1,有,有,20900000,159493,坡道平面,0,0,含增建或未登記建物。；,RPSOMLNKJHPFFCA77CA,64.85,0,8.07,,
內湖區,房地(土地+建物)+車位,臺北市內湖區五分街72巷3號12樓之1,24.02,住,,,1081215,土地1建物1車位1,十二層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,961025,139.3,3,2,2,有,有,21680000,155624,坡道平面,0,0,含增建或未登記建物。；,RPWOMLNKJHPFFCA18CA,80.26,1.15,8.56,,
內湖區,房地(土地+建物)+車位,臺北市內湖區金龍路247號11樓,99.77,住,,,1080817,土地2建物1車位1,十一層，電梯樓梯間,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,851115,196.59,3,2,2,有,有,26580000,135205,坡道平面,0,0,含增建或未登記建物。；,RPVPMLOKJHPFFCA28CA,120.37,2.9,11.42,,
內湖區,房地(土地+建物)+車位,臺北市內湖區內湖路三段238號11樓,43.49,住,,,1081215,土地1建物1車位2,十一層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020731,273.64,3,2,2,有,有,37650000,137590,坡道平面,30.02,0,含增建或未登記建物。；,RPOPMLNKJHPFFCA47CA,114.48,11.33,9.12,,
中山區,房地(土地+建物)+車位,臺北市中山區長安東路二段111號13樓,22.94,商,,,1081118,土地2建物1車位2,十三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1001229,325,0,0,2,有,有,65000000,258037,坡道平面,88.6,4000000,含增建或未登記建物。；,RPSOMLOKJHPFFCA87CA,138.43,8.14,16.18,,
文山區,房地(土地+建物)+車位,臺北市文山區羅斯福路六段１４２巷８８號十一樓,48.79,住,,,1080513,土地1建物1車位2,十一層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1081016,221.68,4,2,2,有,有,46000000,227919,坡道機械,31.7,2700000,,RPUOMLPJKHPFFAA97CA,103.53,5.81,14.53,,
文山區,房地(土地+建物)+車位,臺北市文山區木新路三段95巷42號3樓,33.02,住,,,1081224,土地1建物1車位1,三層,二十一層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,961031,225.24,2,2,1,有,有,37500000,166489,坡道平面,39.36,0,,RPWNMLOKJHPFFAA97CA,119.74,0,12.6,,
文山區,房地(土地+建物)+車位,臺北市文山區汀州路四段239號三樓,35.61,住,,,1090102,土地1建物1車位1,三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,991104,180.18,3,2,2,有,有,24500000,135975,坡道平面,0,0,,RPQNMLPKJHPFFAA47CA,96.26,0,11.11,,
文山區,房地(土地+建物)+車位,臺北市文山區秀明路一段197號3樓之2,11.89,住,,,1081112,土地1建物1車位1,三層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,980513,84.3,2,1,1,有,有,11800000,139976,塔式車位,0,0,含增建或未登記建物。；,RPVOMLNKJHPFFAA87CA,30.99,8.63,4.58,,
文山區,房地(土地+建物)+車位,臺北市文山區和興路44巷11號八樓,47.22,住,,,1081213,土地1建物1車位1,八層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,890315,162.79,3,2,2,有,有,22700000,139443,坡道平面,15.01,0,含增建或未登記建物。；,RPSPMLNKJHPFFAA67CA,93.79,0,10.01,,
文山區,房地(土地+建物)+車位,臺北市文山區和興路44巷16號8樓,57.22,住,,,1081208,土地1建物1車位1,八層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,890315,194.25,4,2,3,有,有,26730000,137606,坡道平面,15.01,0,含增建或未登記建物。；,RPVOMLKKJHPFFAA57CA,118.97,0,11.05,,
文山區,房地(土地+建物)+車位,臺北市文山區興隆路二段２１７巷８號三樓,24.99,住,,,1081220,土地1建物1車位1,三層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,850715,137.38,3,2,2,有,有,16000000,116465,坡道平面,0,0,,RPQNMLLKJHPFFAA07CA,67.59,0.62,12.6,,
文山區,房地(土地+建物)+車位,臺北市文山區政大二街260巷23號,44.74,住,,,1081122,土地1建物1車位1,一層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,990730,118.01,2,2,1,有,有,13500000,141730,坡道平面,36.88,2000000,含增建或未登記建物。；內含獨立產權車位，未包含在棟數內。本案五層有電梯。,RPTNMLKLJHPFFAA37CA,54.15,0.02,2.81,,
文山區,房地(土地+建物)+車位,臺北市文山區景豐街１號,46.13,住,,,1080926,土地1建物1車位1,一層,七層,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,820628,164.65,0,0,0,無,有,28580000,173580,坡道平面,0,0,現狀為補習班，隔3教室,RPQNMLNJKHPFFAA27CA,109.83,11.12,0,,
中正區,房地(土地+建物)+車位,臺北市中正區?m門街７７號８樓之２,11.73,商,,,1081109,土地2建物1車位1,八層,十二層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1071023,131.82,2,1,2,有,有,22000000,201318,坡道平面,34.71,2450000,,RPSOMLOJKHPFFAA67CA,54.15,3.63,4.75,,
中正區,房地(土地+建物)+車位,臺北市中正區汀州路二段85號6樓,17.82,商,,,1081205,土地2建物1車位1,六層,十九層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1060704,263.3,3,2,3,有,有,54780000,225442,坡道平面,31.4,2500000,,RPTOMLNJKHPFFAA67CA,127.98,9.36,18.35,,
文山區,房地(土地+建物)+車位,臺北市文山區萬壽路２５巷９號二樓之２,39.67,住,,,1081227,土地1建物1車位1,二層,十層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1080124,191.84,3,2,2,有,有,31000000,197038,坡道平面,44.66,2000000,,RPOPMLNJKHPFFAA27CA,88.79,4.32,5.51,,
文山區,房地(土地+建物)+車位,臺北市文山區福興路１０６巷２８弄7號5樓之2,26.32,住,,,1081210,土地2建物1車位1,五層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,981202,152.18,3,2,2,有,有,18680000,122749,坡道平面,36.41,0,,RPPNMLLLJHPFFAA07CA,70.36,0.52,8.52,,
文山區,房地(土地+建物)+車位,臺北市文山區興順街80巷7號4樓,22.52,住,,,1081222,土地1建物1車位2,四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,960125,129.69,2,2,1,有,有,17960000,138484,坡道機械,42.48,0,,RPSOMLPKJHPFFAA77CA,57.48,0,5.09,,
文山區,房地(土地+建物)+車位,臺北市文山區木新路三段45巷7弄1號,36.08,住,,,1081204,土地1建物1車位1,一層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,841207,275.5,3,2,2,有,有,30000000,108893,坡道平面,0,0,含增建或未登記建物。；,RPUOMLPKJHPFFAA97CA,81.13,140.06,0,,
中正區,房地(土地+建物)+車位,臺北市中正區和平西路一段17號八樓之2,7.01,商,,,1081111,土地2建物1車位1,八層,十四層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1080425,83.83,2,1,1,有,有,23230000,299428,坡道機械,13.93,2300000,,RPSNMLRKJHPFFAA87CA,38.22,3.21,3.09,,
文山區,房地(土地+建物)+車位,臺北市文山區萬壽路75之1號2樓,33.37,住,,,1081224,土地1建物1車位1,二層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,970527,79.62,1,1,1,有,有,8330000,104635,坡道機械,0,0,陽台外推,RPWNMLPKJHPFFAA08CA,41.37,0,3.95,,
中山區,房地(土地+建物)+車位,臺北市中山區林森北路452號6樓,9.84,商,,,1081127,土地1建物1車位1,六層,十四層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,981106,126.59,2,1,1,有,有,21020000,166048,坡道平面,0,0,含增建或未登記建物。；,RPSPMLQKJHPFFCA18CA,70.27,3.61,5.41,,
大同區,房地(土地+建物)+車位,臺北市大同區民權西路237之1號十一樓之7,13.73,其他,,,1081218,土地3建物1車位1,十一層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080625,184.62,3,2,2,有,有,35500000,225786,坡道平面,39.35,2700000,,RPQPMLRKJHPFFBA97CA,93.06,0,8.8,,
萬華區,房地(土地+建物)+車位,臺北市萬華區環河南路一段１１１號二十二樓,32.79,住,,,1081216,土地1建物1車位4,二十二層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1031107,338.91,3,2,2,有,有,52800000,155794,坡道平面,0,0,,RPUPMLNKJHPFFBA97CA,101.18,18.61,12.82,,
松山區,房地(土地+建物)+車位,臺北市松山區延壽街３３０巷８弄８號五樓之３,7.73,住,,,1081029,土地1建物1車位1,五層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,980320,28.21,3,2,2,有,有,6225000,220666,坡道平面,0,0,親友、員工或其他特殊關係間之交易。；,RPPQMLKMJHPFFDA67CA,15.52,0,1.56,,
信義區,房地(土地+建物)+車位,臺北市信義區信義路四段４５８號４樓,90.44,商,,,1081226,土地1建物4車位4,四層,二十七層,辦公商業大樓,商業用,見使用執照,861230,1200.35,0,0,0,無,有,330952538,275713,坡道平面,114.44,0,,RPXNMLRKJHPFFDA68CA,741.29,9.4,53.49,,
內湖區,房地(土地+建物)+車位,臺北市內湖區內湖路三段26號15樓,33.87,住,,,1080831,土地2建物1車位1,十五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080418,217.28,4,2,2,有,無,41080000,189065,坡道平面,38.92,0,,RPQQMLNJKHPFFCA77CA,103.93,12.41,6.45,,
內湖區,房地(土地+建物)+車位,臺北市內湖區內湖路三段28號5樓,38.23,住,,,1081214,土地2建物1車位1,五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080418,235.63,4,2,3,有,無,43500000,184611,坡道平面,34.2,0,,RPRQMLNJKHPFFCA87CA,110.3,12.6,15.72,,
內湖區,房地(土地+建物)+車位,臺北市內湖區新明路３２１巷１０弄２７號三樓,45.59,工,,,1081115,土地1建物2車位1,三層,五層,華廈(10層含以下有電梯),工業用,鋼筋混凝土造,780829,161.47,3,2,2,有,有,7570000,46885,坡道平面,0,0,親友、員工或其他特殊關係間之交易。；,RPVNMLKMJHPFFCA87CA,128.28,4.66,23.11,,
內湖區,房地(土地+建物)+車位,臺北市內湖區安康路３４８號,24.76,住,,,1081120,土地1建物1車位1,一層,八層,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,930611,116.22,0,0,0,無,有,17600000,151437,坡道平面,0,0,,RPXOMLKMJHPFFCA18CA,43.57,0,12.51,,
內湖區,房地(土地+建物)+車位,臺北市內湖區民權東路6段150號3樓之3,12.88,商,,,1081216,土地1建物1車位1,三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,980106,180.41,3,2,2,有,有,24500000,135802,坡道平面,37.45,0,,RPWPMLLLKHPFFCA28CA,79.91,1.99,14.01,,
大安區,房地(土地+建物)+車位,臺北市大安區敦南街88號六樓,61.4,住,,,1081118,土地1建物1車位3,六層,二十七層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1051005,529.31,4,2,4,有,有,165880000,313389,坡道平面,88.8,0,,RPWNMLRJKHPFFFA78CA,244,23.55,26.85,,
大安區,房地(土地+建物)+車位,臺北市大安區金山南路二段188號5樓之1,20.16,住,,,1081209,土地4建物1車位1,五層,二十四層,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,1080910,176.17,3,2,2,有,有,48200000,346463,坡道平面,45.42,2900000,土地及建物分次登記案件。前案土地登記收件字號：；,RPPOMLKKKHPFFFA57CA,82.79,0,6.28,,
大安區,房地(土地+建物)+車位,臺北市大安區金山南路二段188號12樓,20.29,住,,,1081123,土地4建物1車位1,十二層,二十四層,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,1080910,177,3,2,2,有,有,53600000,383768,坡道平面,45.42,3100000,土地及建物分次登記案件。前案土地登記收件字號：；,RPTOMLKKKHPFFFA97CA,83.38,0,6.26,,
大安區,房地(土地+建物)+車位,臺北市大安區樂利路２１巷３號,49.18,住,,,1081101,土地2建物1車位2,一層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,841213,167.66,4,2,2,有,有,40000000,238578,升降機械,0,0,含增建或未登記建物。；,RPPNMLOKJHPFFFA77CA,87.98,4.81,12.95,,
士林區,房地(土地+建物)+車位,臺北市士林區承德路四段328號8樓,20.66,住,,,1081130,土地2建物1車位3,八層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1011109,255.54,3,2,2,有,有,42800000,167488,坡道平面,85.67,0,含增建或未登記建物。；,RPWNMLQKJHPFFEA58CA,98.43,8.04,10.38,,
士林區,房地(土地+建物)+車位,臺北市士林區延平北路六段３５８號４樓,18.3,住,,,1081218,土地1建物1車位1,四層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1050805,162.87,3,2,2,有,有,17000000,104378,升降平面,32.12,0,,RPPNMLKMJHPFFEA47CA,73.09,6.55,8.23,,
