district,target,addr,date,target_number,floor,total_floor,building_state,main_use,complete_years,building_size,pattern_room,pattern_hall,pattern_health,manages,total_price,unit_price,parking_type,parking_size,parking_price
中正區,房地(土地+建物)+車位,臺北市中正區臨沂街１０巷３號七樓,1100523,土地1建物1車位1,七層,七層,華廈(10層含以下有電梯),住家用,1090303,86.07,2,2,1,有,22500000,373797,其他,32.03,2300000
信義區,房地(土地+建物),臺北市信義區忠孝東路五段５２４巷１弄１４號二樓,1100317,土地1建物1車位0,二層,七層,華廈(10層含以下有電梯),住家用,710630,120.82,3,2,2,無,27250000,225542,,0,0
士林區,房地(土地+建物),臺北市士林區福港街１７２號二樓,1100605,土地1建物1車位0,二層,七層,公寓(5樓含以下無電梯),住家用,700713,93.66,3,2,3,無,13300000,142003,,0,0
大安區,房地(土地+建物),臺北市大安區安和路二段３２巷３１號二樓之５,1090131,土地1建物1車位0,二層,七層,華廈(10層含以下有電梯),住家用,1100317,47.22,1,1,1,無,17110000,362346,,0,0
大安區,房地(土地+建物),臺北市大安區信義路三段１４７巷１７弄１７號二樓之５,1070824,土地2建物1車位0,二層,七層,華廈(10層含以下有電梯),住家用,1091126,34.7,1,1,1,有,12880000,371182,,0,0
中正區,房地(土地+建物)+車位,臺北市中正區連雲街１５號二樓,1100511,土地1建物1車位1,二層,七層,華廈(10層含以下有電梯),住家用,961109,112.69,2,2,1,無,29880000,265152,塔式車位,14.84,0
內湖區,房地(土地+建物),臺北市內湖區星雲街１３０號三樓,1100512,土地1建物1車位0,三層,七層,華廈(10層含以下有電梯),住家用,880201,106.8,3,2,2,有,26800000,250936,,0,0
大安區,房地(土地+建物),臺北市大安區忠孝東路四段２２３巷１０弄４號三樓,1100515,土地1建物1車位0,三層,七層,華廈(10層含以下有電梯),住家用,,144.67,4,2,2,有,38800000,268197,,0,0
大安區,房地(土地+建物),臺北市大安區羅斯福路二段１１７巷５號三樓之１,1100606,土地1建物1車位0,三層,七層,華廈(10層含以下有電梯),住家用,1071018,71.35,1,1,1,無,20000000,280308,,0,0
大安區,房地(土地+建物),臺北市大安區敦化南路二段８１巷３５號三樓,1100519,土地1建物1車位0,三層,七層,華廈(10層含以下有電梯),住家用,691021,160.71,4,2,2,有,42580000,264949,,0,0
松山區,房地(土地+建物),臺北市松山區敦化北路２２２巷１８弄６號三樓之１,1100526,土地1建物1車位0,三層,七層,華廈(10層含以下有電梯),住家用,720526,80.86,1,1,1,有,20880000,258224,,0,0
北投區,房地(土地+建物),臺北市北投區中山北路七段２１９巷３弄１５１號三樓,1100515,土地1建物1車位0,三層,七層,華廈(10層含以下有電梯),住家用,731227,155.78,3,2,2,有,20300000,130312,,0,0
大同區,房地(土地+建物),臺北市大同區歸綏街９７巷８號三樓之１,1100621,土地1建物1車位0,三層,七層,華廈(10層含以下有電梯),住家用,841030,75.06,2,2,1,有,11000000,146549,,0,0
