district,target,addr,date,target_number,floor,total_floor,building_state,main_use,complete_years,building_size,pattern_room,pattern_hall,pattern_health,manages,total_price,unit_price,parking_type,parking_size,parking_price
內湖區,房地(土地+建物)+車位,臺北市內湖區洲子街１０１號六樓,1090304,土地2建物2車位6,六層,七層,廠辦,工業用,881019,681.85,0,0,0,有,88000000,129061,坡道機械,0,0
內湖區,房地(土地+建物),臺北市內湖區安美街123號4樓,1081226,土地1建物1車位0,四層,六層,廠辦,工業用,920808,255.52,5,1,1,無,15400000,60269,,0,0
內湖區,房地(土地+建物)+車位,臺北市內湖區行愛路78巷28號4樓之2,1081226,土地1建物1車位2,四層,六層,廠辦,工業用,920113,402.37,3,2,0,有,45000000,111837,坡道平面,0,0
內湖區,房地(土地+建物)+車位,臺北市內湖區瑞光路188巷52號4樓,1081201,土地1建物1車位2,四層,八層,廠辦,工業用,890805,310.87,0,0,0,有,37500000,120629,坡道平面,0,0
內湖區,房地(土地+建物)+車位,臺北市內湖區新湖二路１６４號四樓,1090103,土地2建物1車位3,四層,六層,廠辦,工業用,910411,354.4,0,0,0,有,35743866,100857,坡道平面,0,0
內湖區,房地(土地+建物)+車位,臺北市內湖區洲子街81號9樓、83號9樓、85號9樓、85號9樓之1、內湖路一段360巷17、19號、洲子街81、83、85號門牌房屋地下一層,1081230,土地1建物4車位3,九層,十層,辦公商業大樓,工業用,871029,1122.55,0,0,0,無,198000000,176383,坡道平面,97.85,0
南港區,房地(土地+建物)+車位,臺北市南港區成功路一段３２號八樓之２及32號8樓之3,1081127,土地1建物2車位5,八層,九層,辦公商業大樓,工業用,910603,915.66,0,0,0,有,87000000,95013,坡道平面,161.3,0
內湖區,房地(土地+建物)+車位,臺北市內湖區瑞光路300號3樓,1081230,土地1建物1車位2,三層,九層,辦公商業大樓,工業用,890817,349.44,3,1,0,有,54400000,155678,坡道平面,0,0
內湖區,房地(土地+建物)+車位,臺北市內湖區瑞光路４７８巷１８弄３２號五樓,1090401,土地1建物1車位2,五層,八層,辦公商業大樓,工業用,880918,331.21,0,0,0,有,43791471,132217,坡道平面,67.96,0
南港區,房地(土地+建物)+車位,臺北市南港區南港路三段50巷9號地下,1090204,土地1建物1車位2,一層,五層,辦公商業大樓,工業用,780915,490.39,0,0,0,有,26000000,53019,坡道平面,0,0
萬華區,房地(土地+建物),臺北市萬華區萬大路２１８巷１３號,1090312,土地1建物1車位0,二層,二層,透天厝,住工用,620305,52.12,0,0,0,無,13100000,251343,,0,0
中山區,房地(土地+建物),臺北市中山區大直街34巷6號,1081209,土地1建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,590715,46.5,2,1,3,無,16300000,350538,,0,0
南港區,房地(土地+建物),臺北市南港區研究院路三段８６巷５號,1090105,土地1建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,,95.7,3,2,1,無,11500000,120167,,0,0
松山區,房地(土地+建物),臺北市松山區民族東路634號,1081229,土地1建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,600617,84.44,2,1,2,無,18000000,213169,,0,0
北投區,房地(土地+建物),臺北市北投區中央北路四段３５４巷２３號,1081209,土地1建物1車位0,一層,五層,公寓(5樓含以下無電梯),住家用,721116,94.69,3,2,1,無,10200000,107720,,0,0
大安區,房地(土地+建物),臺北市大安區樂業街169巷11號,1081219,土地1建物1車位0,一層,五層,公寓(5樓含以下無電梯),住家用,681217,91.15,3,1,2,無,18000000,197477,,0,0
士林區,房地(土地+建物),臺北市士林區中社路二段17巷9號,1090120,土地1建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,640801,103.75,4,2,2,無,9600000,92530,,0,0
文山區,房地(土地+建物),臺北市文山區萬利街３０巷２９號,1090121,土地1建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,771220,154.67,4,2,2,無,18080000,116894,,0,0
內湖區,房地(土地+建物),臺北市內湖區內湖路一段６２９巷１４號,1090104,土地1建物1車位0,一層,五層,公寓(5樓含以下無電梯),住家用,701229,97.45,1,0,1,無,26200000,268856,,0,0
士林區,房地(土地+建物),臺北市士林區士東路89巷22弄3號,1081222,土地1建物1車位0,一層,五層,公寓(5樓含以下無電梯),住家用,670804,88.61,3,2,2,無,22000000,248279,,0,0
內湖區,房地(土地+建物),臺北市內湖區康寧路一段１５６巷３２弄２５號,1090119,土地1建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,661110,67.61,3,1,1,無,10500000,155302,,0,0
文山區,房地(土地+建物),臺北市文山區興隆路三段１１６巷３弄９號,1081224,土地1建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,,27.2,3,1,2,無,9520000,350000,,0,0
文山區,房地(土地+建物),臺北市文山區興隆路三段１１６巷３弄９號,1090113,土地1建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,,15.64,3,1,2,無,5480000,350384,,0,0
文山區,房地(土地+建物),臺北市文山區興隆路四段145巷40號,1090104,土地1建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,,104.34,3,2,2,無,16300000,156220,,0,0
內湖區,房地(土地+建物),臺北市內湖區東湖路１１３巷５弄２１號,1090101,土地1建物1車位0,一層,五層,公寓(5樓含以下無電梯),住家用,741205,114.85,3,2,2,無,21000000,182847,,0,0
內湖區,房地(土地+建物),臺北市內湖區康寧路一段64巷15號,1090109,土地1建物1車位0,一層,三層,公寓(5樓含以下無電梯),住家用,570401,61.64,3,2,1,無,13100000,212524,,0,0
內湖區,房地(土地+建物),臺北市內湖區港華街１０９巷４弄３號,1090204,土地2建物2車位0,一層,四層,公寓(5樓含以下無電梯),住家用,681015,189.5,6,4,2,無,20000000,105541,,0,0
內湖區,房地(土地+建物),臺北市內湖區江南街７１巷１６弄４６號,1090120,土地1建物1車位0,一層,五層,公寓(5樓含以下無電梯),住家用,700420,153.28,2,2,2,無,26500000,172886,,0,0
北投區,房地(土地+建物),臺北市北投區民族街42巷3之2號,1090203,土地2建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,620523,87.79,3,2,2,無,11400000,129855,,0,0
北投區,房地(土地+建物),臺北市北投區幽雅路5巷2之11號,1090113,土地1建物3車位0,一層,五層,公寓(5樓含以下無電梯),住家用,850216,37.64,1,1,1,有,4150000,110226,,0,0
中山區,房地(土地+建物),臺北市中山區遼寧街１０１巷２弄１１號,1080501,土地1建物1車位0,一層,五層,公寓(5樓含以下無電梯),住家用,710702,109.33,3,2,2,無,25000000,228666,,0,0
中山區,房地(土地+建物),臺北市中山區合江街１７０巷２號一樓,1090210,土地1建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,610830,86.54,3,1,1,無,24500000,283106,,0,0
大安區,房地(土地+建物),臺北市大安區忠孝東路三段251巷5弄5號,1090118,土地2建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,580331,108.6,3,2,2,無,37750000,347606,,0,0
文山區,房地(土地+建物),臺北市文山區秀明路二段２４巷２之２號,1090206,土地1建物1車位0,一層,五層,公寓(5樓含以下無電梯),住家用,720802,49.47,2,1,1,無,6000000,121286,,0,0
大安區,房地(土地+建物),臺北市大安區杭州南路二段６５巷７之１號,1081225,土地1建物1車位0,一層,五層,公寓(5樓含以下無電梯),住家用,750619,130.09,3,2,2,無,12500000,96087,,0,0
內湖區,房地(土地+建物),臺北市內湖區成功路二段426巷33號,1090210,土地2建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,661003,102.99,3,2,2,無,7080000,68745,,0,0
南港區,房地(土地+建物),臺北市南港區福德街339巷5弄1號,1090202,土地1建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,660131,73.45,3,2,1,無,14500000,197413,,0,0
大安區,房地(土地+建物),臺北市大安區樂利路5巷7弄13號,1090120,土地1建物1車位0,一層,五層,公寓(5樓含以下無電梯),住家用,731211,135.46,6,0,6,無,27880000,205817,,0,0
士林區,房地(土地+建物),臺北市士林區延平北路八段２巷６１弄８號,1090212,土地1建物2車位0,一層,二層,公寓(5樓含以下無電梯),住家用,571230,144.9,1,1,1,無,5000000,34507,,0,0
北投區,房地(土地+建物),臺北市北投區豐年路二段１３２號,1090213,土地1建物1車位0,一層,二層,公寓(5樓含以下無電梯),住家用,600202,58.96,2,1,1,無,6900000,117028,,0,0
北投區,房地(土地+建物),臺北市北投區崗山路５巷１２號,1090225,土地2建物1車位0,一層,五層,公寓(5樓含以下無電梯),住家用,701223,111.01,3,2,2,無,6000000,54049,,0,0
士林區,房地(土地+建物),臺北市士林區延平北路六段368巷20號1樓,1081220,土地2建物1車位0,一層,五層,公寓(5樓含以下無電梯),住家用,691002,95.18,3,2,1,無,15000000,157596,,0,0
中山區,房地(土地+建物),臺北市中山區北安路６３０巷９弄１５號,1090214,土地1建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,580802,70.78,3,1,4,無,25000000,353207,,0,0
中山區,房地(土地+建物),臺北市中山區復興北路４８８巷２５號,1090206,土地1建物1車位0,一層,五層,公寓(5樓含以下無電梯),住家用,700520,103.3,0,0,0,無,29000000,280736,,0,0
文山區,房地(土地+建物),臺北市文山區和興路２６巷１１弄３之１號,1090114,土地1建物1車位0,一層,五層,公寓(5樓含以下無電梯),住家用,790213,176.89,4,3,1,無,19600000,110803,,0,0
中山區,房地(土地+建物),臺北市中山區吉林路407巷2號,1090227,土地6建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,610910,73.48,3,2,2,無,16880000,229722,,0,0
北投區,房地(土地+建物),臺北市北投區永興路一段４６巷３號,1090309,土地1建物1車位0,一層,二層,公寓(5樓含以下無電梯),住家用,580728,48,1,1,1,無,8100000,168750,,0,0
松山區,房地(土地+建物),臺北市松山區民生東路五段６９巷３弄３０號及30號地下一層,1090217,土地1建物2車位0,一層,四層,公寓(5樓含以下無電梯),住家用,720323,256.67,3,2,2,無,57880000,225504,,0,0
萬華區,房地(土地+建物),臺北市萬華區西藏路115巷3弄5號,1090202,土地1建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,610906,61.8,2,2,1,無,14000000,226537,,0,0
北投區,房地(土地+建物),臺北市北投區行義路１８６巷２６弄２１號,1090226,土地1建物1車位0,一層,五層,公寓(5樓含以下無電梯),住家用,731227,92.69,3,2,2,無,9000000,97098,,0,0
萬華區,房地(土地+建物),臺北市萬華區雙園街40巷15號,1090224,土地1建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,601203,60.69,1,1,0,無,11000000,181249,,0,0
文山區,房地(土地+建物),臺北市文山區興隆路四段２９巷４弄２３號,1090304,土地1建物1車位0,一層,五層,公寓(5樓含以下無電梯),住家用,710629,111.35,3,2,2,無,5200000,46700,,0,0
松山區,房地(土地+建物),臺北市松山區八德路三段１０６巷２９號,1090219,土地1建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,,67.66,3,2,2,無,22000000,325155,,0,0
北投區,房地(土地+建物),臺北市北投區知行路２１０巷２６號,1090227,土地1建物1車位0,一層,五層,公寓(5樓含以下無電梯),住家用,780808,157.3,4,2,2,無,18000000,114431,,0,0
內湖區,房地(土地+建物),臺北市內湖區康寧路一段１５６巷３２弄１７號,1090226,土地1建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,661110,75.79,3,2,1,無,12500000,164929,,0,0
文山區,房地(土地+建物),臺北市文山區興德路６４巷７號,1090108,土地1建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,,82.76,3,2,2,有,11000000,132914,,0,0
內湖區,房地(土地+建物),臺北市內湖區康寧路三段１８９巷１５５弄１５號,1090305,土地1建物1車位0,一層,五層,公寓(5樓含以下無電梯),住家用,760413,139,3,2,2,無,26500000,190647,,0,0
松山區,房地(土地+建物),臺北市松山區撫遠街４００巷８６號,1090310,土地1建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,600111,42.23,1,1,1,無,3700000,87615,,0,0
北投區,房地(土地+建物),臺北市北投區文林北路80巷35號,1090214,土地1建物1車位0,一層,三層,公寓(5樓含以下無電梯),住家用,590623,67.41,3,2,1,無,12800000,189883,,0,0
北投區,房地(土地+建物),臺北市北投區泉源路８０之１號,1090302,土地3建物1車位0,一層,五層,公寓(5樓含以下無電梯),住家用,681101,106.57,3,2,2,無,11000000,103219,,0,0
文山區,房地(土地+建物),臺北市文山區福興路７８巷２０弄６５號,1090216,土地1建物1車位0,一層,五層,公寓(5樓含以下無電梯),住家用,781114,101.32,3,2,2,有,13800000,136202,,0,0
松山區,房地(土地+建物),臺北市松山區新東街16巷16號,1090214,土地1建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,,107.24,4,2,1,無,23880000,222678,,0,0
信義區,房地(土地+建物),臺北市信義區林口街８０巷１５號,1090222,土地2建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,,81.55,3,2,2,無,21050000,258124,,0,0
大同區,房地(土地+建物),臺北市大同區承德路三段１９１巷５號,1081106,土地1建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,641017,36.79,3,2,1,無,7000000,190269,,0,0
北投區,房地(土地+建物),臺北市北投區石牌路二段315巷28弄2之3號1樓,1090202,土地2建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,710226,153.51,3,2,2,無,25080000,163377,,0,0
松山區,房地(土地+建物),臺北市松山區光復南路４５巷２７號,1090310,土地1建物1車位0,一層,五層,公寓(5樓含以下無電梯),住家用,,77.04,3,2,1,無,21200000,275182,,0,0
士林區,房地(土地+建物),臺北市士林區中社路一段43巷14號,1090223,土地1建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,640801,68.8,3,2,1,無,7500000,109012,,0,0
文山區,房地(土地+建物),臺北市文山區光輝路３０巷９號,1090102,土地1建物1車位0,一層,五層,公寓(5樓含以下無電梯),住家用,571023,94.05,3,2,2,無,8000000,85061,,0,0
文山區,房地(土地+建物),臺北市文山區萬利街5號,1081230,土地1建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,771219,263.24,4,2,2,無,32000000,121562,,0,0
士林區,房地(土地+建物),臺北市士林區志成街27號,1090228,土地1建物1車位0,一層,五層,公寓(5樓含以下無電梯),住家用,821230,149.6,2,2,2,無,28500000,190508,,0,0
松山區,房地(土地+建物),臺北市松山區民權東路三段103巷26號1樓,1090221,土地1建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,630823,105.12,2,1,2,無,10680000,101598,,0,0
北投區,房地(土地+建物),臺北市北投區中央北路四段541巷1弄9號,1090221,土地5建物1車位0,一層,五層,公寓(5樓含以下無電梯),住家用,740710,101.23,3,2,2,無,12000000,118542,,0,0
松山區,房地(土地+建物),臺北市松山區撫遠街３７６巷５號,1090322,土地2建物1車位0,一層,五層,公寓(5樓含以下無電梯),住家用,711223,113.29,3,2,2,無,24000000,211846,,0,0
中山區,房地(土地+建物),臺北市中山區民生東路二段１１５巷２５弄１２號,1090314,土地1建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,550618,82.6,1,1,1,無,14500000,175545,,0,0
中正區,房地(土地+建物),臺北市中正區連雲街５７之１號,1090211,土地1建物1車位0,一層,五層,公寓(5樓含以下無電梯),住家用,800403,116.77,3,2,2,有,24500000,209814,,0,0
士林區,房地(土地+建物),臺北市士林區文林路681巷2號,1090306,土地1建物3車位0,一層,三層,公寓(5樓含以下無電梯),住家用,550701,130.5,4,3,4,無,37300000,285824,,0,0
信義區,房地(土地+建物),臺北市信義區莊敬路４２３巷６弄２號,1090317,土地1建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,,100.61,3,2,1,無,24500000,243515,,0,0
信義區,房地(土地+建物),臺北市信義區松仁路２５３巷３弄７號,1090229,土地1建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,,101.35,0,0,0,無,24000000,236803,,0,0
內湖區,房地(土地+建物),臺北市內湖區環山路一段６０巷３號,1090305,土地1建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,690624,89.25,3,2,2,無,17150000,192157,,0,0
北投區,房地(土地+建物),臺北市北投區溫泉路銀光巷１３之３號,1090331,土地1建物1車位0,一層,五層,公寓(5樓含以下無電梯),住家用,740517,66.77,3,2,2,無,5700000,85368,,0,0
大同區,房地(土地+建物),臺北市大同區重慶北路三段１３６巷２９號,1090312,土地1建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,670201,118.53,1,2,1,無,15000000,126550,,0,0
北投區,房地(土地+建物),臺北市北投區永興路二段33巷17弄11號,1081002,土地1建物1車位0,一層,二層,公寓(5樓含以下無電梯),住家用,600930,54,2,2,1,無,8700000,161111,,0,0
士林區,房地(土地+建物),臺北市士林區德行東路331巷54弄4號,1090310,土地3建物1車位0,一層,五層,公寓(5樓含以下無電梯),住家用,680716,99.79,3,2,1,無,20600000,206434,,0,0
南港區,房地(土地+建物),臺北市南港區成福路１４９巷８號,1081004,土地1建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,670626,96.37,1,1,1,無,19000000,197157,,0,0
松山區,房地(土地+建物),臺北市松山區八德路三段155巷26弄2號,1090222,土地1建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,,90.88,3,1,2,無,24200000,266285,,0,0
文山區,房地(土地+建物),臺北市文山區辛亥路五段118巷3號,1090307,土地2建物1車位0,一層,五層,公寓(5樓含以下無電梯),住家用,711215,107.37,3,2,2,無,14600000,135978,,0,0
文山區,房地(土地+建物),臺北市文山區興隆路三段207巷16弄3號,1090216,土地1建物1車位0,一層,五層,公寓(5樓含以下無電梯),住家用,730830,98.26,3,2,2,有,11380000,115815,,0,0
信義區,房地(土地+建物),臺北市信義區信義路五段１５０巷４０９號,1090311,土地1建物1車位0,一層,五層,公寓(5樓含以下無電梯),住家用,,69.18,3,2,1,無,15650000,226221,,0,0
士林區,房地(土地+建物),臺北市士林區通河東街二段２０巷７號,1090221,土地2建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,631211,115.16,3,2,1,有,16800000,145884,,0,0
松山區,房地(土地+建物),臺北市松山區八德路四段１０６巷４弄１０號,1090318,土地1建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,,88.52,3,2,2,無,22475000,253897,,0,0
信義區,房地(土地+建物),臺北市信義區虎林街56巷15號,1090324,土地2建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,620112,81.87,2,2,2,無,25000000,305362,,0,0
松山區,房地(土地+建物),臺北市松山區民生東路四段９７巷4弄23號,1090205,土地4建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,,100.49,4,2,2,有,16000000,159220,,0,0
北投區,房地(土地+建物),臺北市北投區崇仁路一段１３１巷１０弄３號,1090304,土地1建物1車位0,一層,五層,公寓(5樓含以下無電梯),住家用,751016,100.02,3,2,2,無,15000000,149970,,0,0
內湖區,房地(土地+建物),臺北市內湖區陽光街１０２號,1090306,土地1建物1車位0,一層,五層,公寓(5樓含以下無電梯),住家用,770125,108.58,3,1,2,無,25000000,230245,,0,0
中山區,房地(土地+建物),臺北市中山區新生北路二段１３７巷３４號,1090320,土地2建物4車位0,一層,四層,公寓(5樓含以下無電梯),住家用,,251.79,6,4,3,無,67215500,266951,,0,0
士林區,房地(土地+建物),臺北市士林區通河東街一段２００巷３號一樓,1090323,土地7建物1車位0,一層,五層,公寓(5樓含以下無電梯),住家用,690226,156.31,0,0,0,無,21300000,136268,,0,0
中山區,房地(土地+建物),臺北市中山區北安路595巷2弄16號,1090228,土地2建物1車位0,一層,五層,公寓(5樓含以下無電梯),住家用,761222,128.32,1,2,2,無,22800000,177681,,0,0
北投區,房地(土地+建物),臺北市北投區杏林二路21號,1090303,土地1建物1車位0,一層,五層,公寓(5樓含以下無電梯),住家用,721228,132.19,3,1,2,無,18600000,140707,,0,0
