district,target,addr,date,target_number,floor,total_floor,building_state,main_use,complete_years,building_size,pattern_room,pattern_hall,pattern_health,manages,total_price,unit_price,parking_type,parking_size,parking_price
中山區,房地(土地+建物),新生北路二段１３７巷４２號,1090906,土地1建物1車位0,一層,三層,公寓(5樓含以下無電梯),住家用,551104,83.16,3,2,1,無,16660000,200337,,0,0
士林區,房地(土地+建物),華齡街１７巷２８弄６號,1090820,土地1建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,590506,103.18,4,2,2,無,16800000,162822,,0,0
文山區,房地(土地+建物),萬隆街６之３號,1090912,土地1建物1車位0,一層,五層,公寓(5樓含以下無電梯),住家用,,97.9,3,2,1,無,18500000,188968,,0,0
士林區,房地(土地+建物),通河東街一段１２４巷１２號,1090917,土地1建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,651130,82.89,2,1,1,無,6150000,74195,,0,0
北投區,房地(土地+建物),石牌路一段５８巷２５號,1091004,土地2建物1車位0,一層,七層,華廈(10層含以下有電梯),住家用,731212,242.29,5,2,5,有,36500000,150646,,0,0
士林區,房地(土地+建物),福港街３７巷４號,1090928,土地1建物1車位0,一層,三層,公寓(5樓含以下無電梯),住家用,590921,66.5,3,2,1,無,8112000,121985,,0,0
南港區,房地(土地+建物),舊莊街一段３巷２弄８號,1091006,土地1建物1車位0,一層,二層,公寓(5樓含以下無電梯),住家用,,48.03,2,2,2,無,8600000,179055,,0,0
文山區,房地(土地+建物),景仁街８２巷１０號,1090903,土地2建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,580807,91.26,5,2,2,無,24270000,265943,,0,0
文山區,房地(土地+建物),福興路１０６巷１３號,1091008,土地1建物1車位0,一層,十三層,住宅大樓(11層含以上有電梯),住家用,990819,89.66,2,2,1,有,14500000,161722,,0,0
中山區,房地(土地+建物),新生北路二段４１巷５號,1090811,土地1建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,570414,86.06,3,2,3,無,17660000,205206,,0,0
內湖區,房地(土地+建物),文德路６４號,1090927,土地1建物1車位0,一層,十二層,住宅大樓(11層含以上有電梯),住家用,730208,107.71,1,1,1,有,23990000,222728,,0,0
士林區,房地(土地+建物),至誠路一段３０５巷２弄３９號,1090920,土地2建物1車位0,一層,五層,公寓(5樓含以下無電梯),住家用,700515,57.78,3,2,1,無,11250000,194704,,0,0
大安區,房地(土地+建物),仁愛路三段１２３巷９弄１１號,1090919,土地1建物1車位0,一層,七層,華廈(10層含以下有電梯),住家用,,203.28,2,2,3,無,58880000,289650,,0,0
文山區,房地(土地+建物),木新路三段２４３巷１弄３號,1091006,土地1建物1車位0,一層,五層,公寓(5樓含以下無電梯),住家用,810704,82.69,3,2,2,有,14000000,169307,,0,0
萬華區,房地(土地+建物),中華路一段１２巷１號,1091012,土地1建物2車位0,一層,四層,公寓(5樓含以下無電梯),住家用,610807,94.76,3,2,2,無,21600000,227944,,0,0
南港區,房地(土地+建物),忠孝東路六段２７８巷５弄１５號,1090919,土地2建物1車位0,一層,五層,公寓(5樓含以下無電梯),住家用,,103.62,3,2,2,無,23680000,228527,,0,0
北投區,房地(土地+建物),文林北路８０巷６０弄２６號,1090918,土地1建物1車位0,一層,三層,公寓(5樓含以下無電梯),住家用,621102,64.58,0,0,0,無,8000000,123877,,0,0
信義區,房地(土地+建物),牌 吳興街２８４巷２０弄３０號,1091013,土地1建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,620418,8.16,1,1,1,無,570000,69853,,0,0
中山區,房地(土地+建物),八德路二段３１２巷３號,1090930,土地1建物1車位0,一層,三層,公寓(5樓含以下無電梯),住家用,550112,67.25,0,1,1,無,23000000,342007,,0,0
士林區,房地(土地+建物),和豐街１３號,1090930,土地2建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,600422,85.68,3,2,1,無,13200000,154062,,0,0
北投區,房地(土地+建物),中和街４９３巷５弄７號,1090921,土地9建物1車位0,一層,五層,公寓(5樓含以下無電梯),住家用,690530,108.16,5,3,3,無,17000000,157175,,0,0
大同區,房地(土地+建物),伊寧街７５巷１２弄１６號,1090907,土地1建物1車位0,一層,五層,公寓(5樓含以下無電梯),住家用,700115,89.05,2,3,1,無,8880000,99719,,0,0
松山區,房地(土地+建物),健康路３２５巷１２弄８號,1091016,土地1建物1車位0,一層,五層,公寓(5樓含以下無電梯),住家用,751020,97.15,3,3,2,無,27500000,283067,,0,0
信義區,房地(土地+建物),忠孝東路五段５２４巷３弄６號,1090919,土地2建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,,79.29,3,2,1,無,25500000,321604,,0,0
士林區,房地(土地+建物),中社路二段１８５巷２弄５號,1090818,土地1建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,650103,102.92,4,2,2,無,10950000,106393,,0,0
內湖區,房地(土地+建物),內湖路一段３２３巷２１弄１１號,1090810,土地1建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,661201,85.77,4,2,2,無,17250000,201119,,0,0
松山區,房地(土地+建物),新中街１２巷１８號,1091006,土地1建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,590214,153.43,3,2,3,無,65000000,423646,,0,0
文山區,房地(土地+建物),興隆路四段５８巷３１號,1091006,土地1建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,,88.22,0,3,1,無,17900000,202902,,0,0
信義區,房地(土地+建物),嘉興街１７５巷８號,1091005,土地1建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,,82.7,3,2,1,無,16700000,201935,,0,0
大安區,房地(土地+建物),永康街２３巷４０號,1090922,土地2建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,630118,97.02,2,1,2,無,18380000,189445,,0,0
北投區,房地(土地+建物),石牌路一段５８巷２３號,1091015,土地1建物1車位0,一層,七層,華廈(10層含以下有電梯),住家用,731212,224.35,5,3,3,有,29200000,130154,,0,0
內湖區,房地(土地+建物),康樂街１１１巷２弄６號,1090804,土地1建物1車位0,一層,五層,公寓(5樓含以下無電梯),住家用,731022,95.47,3,2,1,無,14300000,149785,,0,0
松山區,房地(土地+建物),富錦街５１０號,1090930,土地1建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,591218,84.67,1,2,1,無,37580000,443841,,0,0
北投區,房地(土地+建物),中和街２３４巷１５號,1090923,土地1建物1車位0,一層,五層,公寓(5樓含以下無電梯),住家用,740123,99.46,3,2,1,無,14500000,145787,,0,0
信義區,房地(土地+建物),林口街６６巷６號,1091003,土地2建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,,67.65,4,2,1,無,17000000,251293,,0,0
北投區,房地(土地+建物),行義路１８６巷２９號,1091013,土地2建物1車位0,一層,六層,華廈(10層含以下有電梯),住家用,750113,43.65,1,1,1,有,4500000,103093,,0,0
大安區,房地(土地+建物),敦化南路二段６３巷１７號,1091019,土地2建物2車位0,一層,七層,華廈(10層含以下有電梯),住家用,700311,235.7,3,2,2,有,47000000,199406,,0,0
文山區,房地(土地+建物),新光路一段９５巷４號,1090620,土地1建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,,82.7,4,2,1,無,12000000,145103,,0,0
文山區,房地(土地+建物),木柵路二段６８號,1091014,土地1建物1車位0,一層,三層,公寓(5樓含以下無電梯),住家用,570420,65.95,0,0,0,無,23000000,348749,,0,0
萬華區,房地(土地+建物),長泰街２１９號,1091015,土地1建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,,67.1,1,1,1,無,11500000,171386,,0,0
中山區,房地(土地+建物),敬業三路１６２巷３３號,1091020,土地1建物1車位0,一層,十二層,住宅大樓(11層含以上有電梯),住家用,890628,155.29,3,2,2,有,27300000,175800,,0,0
信義區,房地(土地+建物),吳興街１１９號,1090827,土地1建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,600924,81.07,0,1,1,無,32500000,400888,,0,0
萬華區,房地(土地+建物),梧州街６０巷２之１號,1091022,土地3建物1車位0,一層,五層,公寓(5樓含以下無電梯),住家用,651224,51.45,1,2,1,無,7500000,145773,,0,0
萬華區,房地(土地+建物),大埔街７之３號,1090730,土地3建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,640522,135.16,2,1,2,無,24200000,179047,,0,0
內湖區,房地(土地+建物),成功路二段４２６巷２９號,1090926,土地2建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,661003,100.39,4,2,2,無,7350000,73214,,0,0
中山區,房地(土地+建物),松江路４３１巷２７號,1091017,土地1建物1車位0,一層,七層,華廈(10層含以下有電梯),住家用,780722,102.23,0,0,0,有,18000000,176074,,0,0
南港區,房地(土地+建物),玉成街２０１巷４弄１６號,1091003,土地1建物1車位0,一層,五層,公寓(5樓含以下無電梯),住家用,,101.87,3,2,2,無,24080000,236380,,0,0
信義區,房地(土地+建物),忠孝東路五段４９２巷９弄３號,1091024,土地1建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,621105,34.28,0,0,0,無,8500000,247958,,0,0
內湖區,房地(土地+建物),成功路三段１８７巷２３號,1091016,土地1建物1車位0,一層,五層,公寓(5樓含以下無電梯),住家用,690331,86.23,3,2,2,無,19700000,228459,,0,0
北投區,房地(土地+建物),知行路３１６巷１８弄７號,1091025,土地2建物1車位0,一層,五層,公寓(5樓含以下無電梯),住家用,710724,84.68,4,2,1,無,13000000,153519,,0,0
士林區,房地(土地+建物),德行東路１０４巷７弄７號,1090909,土地2建物1車位0,一層,五層,公寓(5樓含以下無電梯),住家用,710428,87.88,3,2,2,無,21500000,244652,,0,0
中山區,房地(土地+建物),中山北路二段８５巷１號,1091006,土地1建物1車位0,一層,七層,華廈(10層含以下有電梯),住家用,1081125,54.33,1,1,1,有,16500000,303700,,0,0
信義區,房地(土地+建物),松隆路２０２號,1091023,土地4建物1車位0,一層,五層,公寓(5樓含以下無電梯),住家用,700508,61.47,1,1,1,無,14250000,231820,,0,0
中山區,房地(土地+建物),遼寧街２０９巷３３號,1091016,土地1建物1車位0,一層,五層,公寓(5樓含以下無電梯),住家用,720819,86.63,4,2,2,無,15000000,173170,,0,0
文山區,房地(土地+建物),景華街１２８巷８２號,1090927,土地1建物1車位0,一層,五層,公寓(5樓含以下無電梯),住家用,730330,95.44,3,2,2,有,15200000,159262,,0,0
內湖區,房地(土地+建物),麗山街３２８巷３號,1091105,土地1建物1車位0,一層,五層,公寓(5樓含以下無電梯),住家用,720211,114.86,3,2,2,有,22000000,191538,,0,0
內湖區,房地(土地+建物),內湖路二段１７９巷３５弄１號,1091020,土地1建物1車位0,一層,五層,公寓(5樓含以下無電梯),住家用,731015,109.48,4,2,2,無,14500000,132444,,0,0
士林區,房地(土地+建物),延平北路六段２５８巷５６弄２１號,1091110,土地4建物1車位0,一層,五層,公寓(5樓含以下無電梯),住家用,690627,93.82,3,1,1,無,14000000,149222,,0,0
士林區,房地(土地+建物),中山北路七段２２０巷４之１號,1091021,土地1建物1車位0,一層,七層,華廈(10層含以下有電梯),住家用,691115,69.46,4,2,2,有,8000000,115174,,0,0
北投區,房地(土地+建物),溫泉路５８巷７之２號,1091022,土地1建物1車位0,一層,五層,公寓(5樓含以下無電梯),住家用,691106,127.22,3,2,2,無,24000000,188650,,0,0
南港區,房地(土地+建物),研究院路二段２１３巷１號,1091026,土地1建物1車位0,一層,五層,公寓(5樓含以下無電梯),住家用,700328,100.69,5,0,5,無,11450000,113715,,0,0
北投區,房地(土地+建物),大度路三段３０１巷１２３號,1091112,土地1建物1車位0,一層,五層,公寓(5樓含以下無電梯),住家用,680327,100.26,3,1,1,無,3035000,30271,,0,0
士林區,房地(土地+建物),葫東街４１號,1091023,土地1建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,621029,69.7,0,0,0,無,10900000,156385,,0,0
信義區,房地(土地+建物),永吉路４４３巷１３弄１９號,1090530,土地1建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,,60.65,0,0,0,無,48000000,791426,,0,0
北投區,房地(土地+建物),行義路１３０巷９號,1090730,土地4建物1車位0,一層,七層,華廈(10層含以下有電梯),住家用,860603,131.36,3,2,2,有,12800000,97442,,0,0
大安區,房地(土地+建物),永康街１７巷２４號,1091023,土地1建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,591215,42.81,2,2,1,無,7526000,175800,,0,0
士林區,房地(土地+建物),中山北路七段１１４巷３４弄１１號,1091027,土地1建物1車位0,一層,六層,華廈(10層含以下有電梯),住家用,760623,239.01,4,2,2,有,18020000,75394,,0,0
內湖區,房地(土地+建物),康寧路三段１８９巷５６號,1090911,土地2建物1車位0,一層,六層,華廈(10層含以下有電梯),住家用,801125,170.55,0,0,0,無,25500000,149516,,0,0
信義區,房地(土地+建物),基隆路一段１４７巷３２號,1091019,土地1建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,631021,86.07,1,1,1,無,12000000,139421,,0,0
士林區,房地(土地+建物),中社路一段１１巷７０號,1091020,土地1建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,640801,69.66,3,2,1,無,8200000,117715,,0,0
松山區,房地(土地+建物),延壽街４０２巷２弄１２號,1090917,土地2建物1車位0,一層,五層,公寓(5樓含以下無電梯),住家用,,99.77,0,0,0,無,27000000,270622,,0,0
內湖區,房地(土地+建物),康寧路三段１６５巷２５弄１３號,1090822,土地1建物1車位0,一層,五層,公寓(5樓含以下無電梯),住家用,731218,112.75,3,2,2,無,18000000,159645,,0,0
文山區,房地(土地+建物),和平東路四段８６號,1091105,土地1建物2車位0,一層,七層,公寓(5樓含以下無電梯),住家用,830829,255.86,4,2,3,無,27000000,105526,,0,0
文山區,房地(土地+建物),羅斯福路五段２１８巷６弄８號,1090930,土地2建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,720510,87.29,3,2,1,無,18760000,214916,,0,0
